white_GT,skin_exposure_GT,pattern_spot_GT,pattern_solid_GT,neckline_GT,collar_GT,yellow_GT,many_colors_GT,gray_GT,pattern_graphics_GT,sleevelength_GT,gender_GT,scarf_GT,category_GT,pattern_plaid_GT,green_GT,necktie_GT,blue_GT,pattern_stripe_GT,pattern_floral_GT,brown_GT,red_GT,cyan_GT,placket_GT,black_GT,purple_GT,image,pattern_GT
0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000013.jpg,4.0
,0.0,0.0,1.0,0.0,1.0,,,,0.0,2.0,0.0,0.0,4.0,0.0,,,,0.0,0.0,,,,1.0,,,000014.jpg,4.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,000015.jpg,0.0
1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,2.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000016.jpg,4.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000017.jpg,4.0
,0.0,0.0,1.0,0.0,1.0,,,,0.0,2.0,0.0,0.0,4.0,0.0,,1.0,,0.0,0.0,,,,1.0,,,000018.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000019.jpg,4.0
0.0,0.0,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000020.jpg,4.0
0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,,2.0,0.0,1.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,000021.jpg,
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000022.jpg,5.0
1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000023.jpg,3.0
0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000024.jpg,5.0
0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,000025.jpg,4.0
0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000026.jpg,4.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000027.jpg,0.0
0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,000028.jpg,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000029.jpg,4.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000030.jpg,4.0
0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000031.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000032.jpg,4.0
0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000033.jpg,4.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000034.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000035.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000036.jpg,4.0
0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,000037.jpg,5.0
1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000038.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000039.jpg,4.0
0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,2.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000040.jpg,2.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000041.jpg,4.0
0.0,1.0,0.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000042.jpg,5.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000043.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000044.jpg,4.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000045.jpg,4.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000046.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000047.jpg,4.0
0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000048.jpg,4.0
1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000049.jpg,3.0
0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,000050.jpg,5.0
,0.0,0.0,1.0,0.0,1.0,,,,0.0,2.0,0.0,0.0,,0.0,,1.0,,,0.0,,,,1.0,,,000051.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000052.jpg,4.0
0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,000053.jpg,5.0
0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000054.jpg,3.0
0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000055.jpg,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000056.jpg,4.0
0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000057.jpg,4.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000058.jpg,3.0
0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000059.jpg,3.0
0.0,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000060.jpg,4.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,000061.jpg,4.0
0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,000062.jpg,2.0
,0.0,0.0,1.0,,1.0,,,,0.0,2.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,,,000063.jpg,4.0
0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000064.jpg,5.0
,0.0,0.0,1.0,0.0,1.0,,,,0.0,2.0,0.0,0.0,3.0,0.0,,0.0,,0.0,0.0,,,,1.0,,,000065.jpg,4.0
,0.0,0.0,1.0,0.0,1.0,,,,0.0,2.0,0.0,0.0,4.0,0.0,,1.0,,0.0,0.0,,,,1.0,,,000066.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,000067.jpg,4.0
1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,4.0,,0.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,000068.jpg,4.0
1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000069.jpg,4.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,000070.jpg,4.0
0.0,0.0,0.0,,,,0.0,0.0,0.0,,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,000071.jpg,5.0
,0.0,0.0,1.0,,1.0,,,,0.0,2.0,1.0,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,000072.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,000073.jpg,4.0
0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,000074.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000075.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000076.jpg,4.0
0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000077.jpg,4.0
0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,000078.jpg,5.0
0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000079.jpg,4.0
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000080.jpg,5.0
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000081.jpg,5.0
,0.0,,1.0,,1.0,,,,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,,,,1.0,,,000082.jpg,4.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000083.jpg,5.0
0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000084.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000085.jpg,4.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000086.jpg,4.0
0.0,1.0,0.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,000087.jpg,5.0
1.0,,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000088.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000089.jpg,4.0
0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000090.jpg,0.0
,0.0,0.0,1.0,1.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,,,1.0,,,000091.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000092.jpg,4.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000093.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,000094.jpg,4.0
0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000095.jpg,2.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000096.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000097.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000098.jpg,4.0
1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000099.jpg,5.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,000100.jpg,4.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000101.jpg,4.0
1.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000102.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000103.jpg,4.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000104.jpg,4.0
0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000105.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000106.jpg,4.0
1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000107.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000108.jpg,4.0
0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000109.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000110.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,000111.jpg,4.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000112.jpg,4.0
0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,000113.jpg,4.0
0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,000114.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,000115.jpg,4.0
0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000116.jpg,5.0
1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,000117.jpg,4.0
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,000118.jpg,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000119.jpg,4.0
0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,000120.jpg,5.0
0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000121.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,000122.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000123.jpg,4.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000124.jpg,4.0
0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,000125.jpg,4.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,000126.jpg,4.0
